pid,label,tag,location,location_short,description,scriptorium,scriptorium_metadata,manifest,thumbnail,full
med_ren62,Pontifical Containing the Rites of the Bishop,Directions,"New York, Columbia University, Rare Book and Manuscript Library,  Med/Ren Frag. 062, f. 1v","Med/Ren Frag. 062, f. 1v",A leaf from a pontifical copied in Italy during the 15th century with the beginning of the service for the confirmation of children.,http://servlet1.lib.berkeley.edu:8080/seadragonwindow/?IIIF=/ds/columbia/tiles/NNC-RBML.4464A_tile.tif/info.json&,http://www.digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=Med/Ren%20Frag.%20062;docsPerPage=1;startDoc=1;fullview=yes,/img/derivatives/iiif/med_ren62/manifest.json,"/img/derivatives/iiif/images/med_ren62/full/250,/0/default.jpg","/img/derivatives/iiif/images/med_ren62/full/1140,/0/default.jpg"
med_ren71,Liturgical Commentary by Durandus of Mende,Directions,"New York, Columbia University, Rare Book and Manuscript Library,  Med/Ren Frag. 071, f. 1v","Med/Ren Frag. 071, f. 1v","A leaf from the *Rationale divinorum officiorum* of Durandus in holster format for portability, produced in Germany during the 15th century.",http://servlet1.lib.berkeley.edu:8080/seadragonwindow/?IIIF=/ds/columbia/tiles/NNC-RBML.4478A_tile.tif/info.json&,http://www.digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=Med/Ren%20Frag.%20071;docsPerPage=1;startDoc=1;fullview=yes,/img/derivatives/iiif/med_ren71/manifest.json,"/img/derivatives/iiif/images/med_ren71/full/250,/0/default.jpg","/img/derivatives/iiif/images/med_ren71/full/1140,/0/default.jpg"
med_ren9,Texts for the Office with Instructions in Red Ink,Directions,"New York, Columbia University, Rare Book and Manuscript Library,  Med/Ren Frag. 009, f. 1r","Med/Ren Frag. 009, f. 1r",A breviary from 15th-century Italy.,http://servlet1.lib.berkeley.edu:8080/seadragonwindow/?IIIF=/ds/columbia/tiles/NNC-RBML.4341A_tile.tif/info.json&,http://www.digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=Med/Ren%20Frag.%20009;docsPerPage=1;startDoc=1;fullview=yes,/img/derivatives/iiif/med_ren9/manifest.json,"/img/derivatives/iiif/images/med_ren9/full/250,/0/default.jpg","/img/derivatives/iiif/images/med_ren9/full/1140,/0/default.jpg"
med24_f1,Bible with Interlinear and Marginal Exegetical Commentary,Books of the Office,"New York, Columbia University, Rare Book and Manuscript Library,  Smith Med/Ren Frag. 24, f. 1r","Smith Med/Ren Frag. 24, f. 1r",A glossed Bible from 13th-century Flanders.,http://servlet1.lib.berkeley.edu:8080/seadragonwindow/?IIIF=/ds/columbia/tiles/NNC-RBML.4310A_tile.tif/info.json&,http://www.digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=Smith%20Med/Ren%20Frag.%2024;docsPerPage=1;startDoc=1;fullview=yes,/img/derivatives/iiif/med24_f1/manifest.json,"/img/derivatives/iiif/images/med24_f1/full/250,/0/default.jpg","/img/derivatives/iiif/images/med24_f1/full/1140,/0/default.jpg"
med26_verso,Fragment with Office Reading,Books of the Office,"New York, Columbia University, Rare Book and Manuscript Library,  Smith Med/Ren Frag. 26, verso","Smith Med/Ren Frag. 26, verso",An office lectionary from 12th-century Italy.,http://servlet1.lib.berkeley.edu:8080/seadragonwindow/?IIIF=/ds/columbia/tiles/NNC-RBML.4315A_tile.tif/info.json&,http://www.digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=Smith%20Med/Ren%20Frag.%2026;docsPerPage=1;startDoc=1;fullview=yes,/img/derivatives/iiif/med26_verso/manifest.json,"/img/derivatives/iiif/images/med26_verso/full/250,/0/default.jpg","/img/derivatives/iiif/images/med26_verso/full/1140,/0/default.jpg"
med28_f2,Notated Mass Proper Chants,Chant Books for the Mass,"New York, Columbia University, Rare Book and Manuscript Library,  Med/Ren Frag. 028, f. 2r","Med/Ren Frag. 028, f. 2r",A gradual from 12th-century Germany.,http://servlet1.lib.berkeley.edu:8080/seadragonwindow/?IIIF=/ds/columbia/tiles/NNC-RBML.4425A_tile.tif/info.json&,http://www.digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=Med/Ren%20Frag.%20028;docsPerPage=1;startDoc=1;fullview=yes,/img/derivatives/iiif/med28_f2/manifest.json,"/img/derivatives/iiif/images/med28_f2/full/250,/0/default.jpg","/img/derivatives/iiif/images/med28_f2/full/1140,/0/default.jpg"
med86,Gospel Reading and Prayers with Chant Incipits in Smaller Script,Books of the Mass,"New York, Columbia University, Rare Book and Manuscript Library, ÃŠMed/Ren Frag. 086, f. 1v","Med/Ren Frag. 086, verso",A missal from 12th-century Italy.,http://servlet1.lib.berkeley.edu:8080/seadragonwindow/?IIIF=/ds/columbia/tiles/NNC-RBML.4493A_tile.tif/info.json&,http://www.digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=Med/Ren%20Frag.%20086;docsPerPage=1;startDoc=1;fullview=yes,/img/derivatives/iiif/med86/manifest.json,"/img/derivatives/iiif/images/med86/full/250,/0/default.jpg","/img/derivatives/iiif/images/med86/full/1140,/0/default.jpg"
music00_f2,Antiphons for Advent,Chant Books for the Office,"New York, Columbia University, Gabe M. Wiener Music and Arts Library,  Music Deposit 00, f. 2r","Gabe M. Wiener Music and Arts Library, Music Deposit 00, f. 2r",An antiphoner from 16th-century Italy.,not available,not available,/img/derivatives/iiif/music00_f2/manifest.json,"/img/derivatives/iiif/images/music00_f2/full/250,/0/default.jpg","/img/derivatives/iiif/images/music00_f2/full/1140,/0/default.jpg"
plimp135,Roman Dating System,Calendar,"New York, Columbia University, Rare Book and Manuscript Library,  Plimpton MS 135, f. 16r","Plimpton MS 135, f. 16r","A grammar copied in Italy in 1503 with a chart giving the numeric date equivalencies for the designations in Roman style by kalends, nones, and ides.",http://servlet1.lib.berkeley.edu:8080/seadragonwindow/?IIIF=/ds/columbia/tiles/NNC-RBML.4541A_tile.tif/info.json&,http://www.digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=Plimpton%20MS%20135;docsPerPage=1;startDoc=1;fullview=yes,/img/derivatives/iiif/plimp135/manifest.json,"/img/derivatives/iiif/images/plimp135/full/250,/0/default.jpg","/img/derivatives/iiif/images/plimp135/full/1140,/0/default.jpg"
plimp170_64,Calculations for Easter ,Computus,"New York, Columbia University, Rare Book and Manuscript Library, ÃŠPlimpton MS 170, f. 64v","Plimpton MS 170, f. 64v","A copy of Bono da Lucca, *Computus solaris et lunaris*, produced in Italy during the 1390s with an Easter chart to the year 1882 (new style).",http://servlet1.lib.berkeley.edu:8080/seadragonwindow/?IIIF=/ds/columbia/tiles/NNC-RBML.2633A_tile.tif/info.json&,http://www.digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=Plimpton%20MS%20170;docsPerPage=1;startDoc=1;fullview=yes,/img/derivatives/iiif/plimp170_64/manifest.json,"/img/derivatives/iiif/images/plimp170_64/full/250,/0/default.jpg","/img/derivatives/iiif/images/plimp170_64/full/1140,/0/default.jpg"
plimp176,Calendar Commemorating the Dedication of a Church,Calendar,"New York, Columbia University, Rare Book and Manuscript Library, ÃŠPlimpton MS 176, f. 5r","Plimpton MS 176, f. 5r","A calendar produced in Switzerland in 1426, with the Dedication of the church of Constance (9 September) written by the same scribe as the bulk of the text.",http://servlet1.lib.berkeley.edu:8080/seadragonwindow/?IIIF=/ds/columbia/tiles/NNC-RBML.2636A_tile.tif/info.json&,http://www.digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=%C2%A0Plimpton%20MS%20176;docsPerPage=1;startDoc=1;fullview=yes,/img/derivatives/iiif/plimp176/manifest.json,"/img/derivatives/iiif/images/plimp176/full/250,/0/default.jpg","/img/derivatives/iiif/images/plimp176/full/1140,/0/default.jpg"
plimp211_137,Mnemonic for Calculating Easter,Computus,"New York, Columbia University, Rare Book and Manuscript Library, ÃŠPlimpton MS 211, ff. 137v-138r","Plimpton MS 211, ff. 137v-138",An early 16th-century Italian treatise on arithmetic with a mnemonic hand for the date of Easter.,http://servlet1.lib.berkeley.edu:8080/seadragonwindow/?IIIF=/ds/columbia/tiles/NNC-RBML.6758A_tile.tif/info.json&,http://www.digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=Plimpton%20MS%20211;docsPerPage=1;startDoc=4;fullview=yes,/img/derivatives/iiif/plimp211_137/manifest.json,"/img/derivatives/iiif/images/plimp211_137/full/250,/0/default.jpg","/img/derivatives/iiif/images/plimp211_137/full/1140,/0/default.jpg"
plimp40b,Historiated Initial for St. Helen,The Liturgical Year,"New York, Columbia University, Rare Book and Manuscript Library, ÃŠPlimpton MS 040B, f. 1r","Plimpton MS 040B, f. 1r","A gradual from 15th-century Italy with an inordinately large historiated initial of a relatively unimportant saint,  Helen, who found the True Cross (18 August). Presumably the book was made for a church with particular veneration of St. Helen.",http://servlet1.lib.berkeley.edu:8080/seadragonwindow/?IIIF=/ds/columbia/tiles/NNC-RBML.4887A_tile.tif/info.json&,http://www.digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=Plimpton%20MS%20040B;docsPerPage=1;startDoc=1;fullview=yes,/img/derivatives/iiif/plimp40b/manifest.json,"/img/derivatives/iiif/images/plimp40b/full/250,/0/default.jpg","/img/derivatives/iiif/images/plimp40b/full/1140,/0/default.jpg"
plimp40c,Foliation in the Upper Margin,Common versus Proper,"New York, Columbia University, Rare Book and Manuscript Library,  Plimpton MS 040C, f. 3r","Plimpton MS 040C, f. 3r",A choir book copied in Genoa during the 13th century foliated 'xxiiii' in the center upper margin.,http://servlet1.lib.berkeley.edu:8080/seadragonwindow/?IIIF=/ds/columbia/tiles/NNC-RBML.4893A_tile.tif/info.json&,http://www.digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=Plimpton%20MS%20040C;docsPerPage=1;startDoc=1;fullview=yes,/img/derivatives/iiif/plimp40c/manifest.json,"/img/derivatives/iiif/images/plimp40c/full/250,/0/default.jpg","/img/derivatives/iiif/images/plimp40c/full/1140,/0/default.jpg"
plimpton03_f45,Bible with Passages Assigned to Various Dates,Books of the Mass,"New York, Columbia University, Rare Book and Manuscript Library,  Plimpton Add. MS 03, f. 45r","Plimpton Add. MS 03, f. 45r",A Middle English Wycliffite Bible from late 14th- or early 15th-century England with lists of the readings.,http://servlet1.lib.berkeley.edu:8080/seadragonwindow/?IIIF=/ds/columbia/tiles/NNC-RBML.8060A_tile.tif/info.json&,http://www.digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=Plimpton%20Add.%20MS%2003;docsPerPage=1;startDoc=1;fullview=yes,/img/derivatives/iiif/plimpton03_f45/manifest.json,"/img/derivatives/iiif/images/plimpton03_f45/full/250,/0/default.jpg","/img/derivatives/iiif/images/plimpton03_f45/full/1140,/0/default.jpg"
plimpton033_recto,Notated Office Chants and Readings,Chant Books for the Office,"New York, Columbia University, Rare Book and Manuscript Library,  Plimpton MS 033, recto","Plimpton MS 033, recto",An breviary from 12th-century Italy containing both the notated chants and the readings.,http://servlet1.lib.berkeley.edu:8080/seadragonwindow/?IIIF=/ds/columbia/tiles/NNC-RBML.2482A_tile.tif/info.json&,http://www.digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=Plimpton%20MS%20033;docsPerPage=1;startDoc=1;fullview=yes,/img/derivatives/iiif/plimpton033_recto/manifest.json,"/img/derivatives/iiif/images/plimpton033_recto/full/250,/0/default.jpg","/img/derivatives/iiif/images/plimpton033_recto/full/1140,/0/default.jpg"
plimpton034,Processional Chants for the Feast of the Purification,Chant Books for the Mass,"New York, Columbia University, Rare Book and Manuscript Library,  Plimpton MS 034, f. 1r","Plimpton MS 034, f. 1r",Processional chants for the Feast of the Purification (2 February) in a processional from 14th-century Flanders.,http://servlet1.lib.berkeley.edu:8080/seadragonwindow/?IIIF=/ds/columbia/tiles/NNC-RBML.3690A_tile.tif/info.json&,http://www.digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=Plimpton%20MS%20034;docsPerPage=1;startDoc=1;fullview=yes,/img/derivatives/iiif/plimpton034/manifest.json,"/img/derivatives/iiif/images/plimpton034/full/250,/0/default.jpg","/img/derivatives/iiif/images/plimpton034/full/1140,/0/default.jpg"
plimpton035,Priest Reading the Words of Consecration,The Mass,"New York, Columbia University, Rare Book and Manuscript Library,  Plimpton MS 035, f. 89r","Plimpton MS 035, f. 89r","A missal from late-14th-century Italy with the priest reading from the Canon of the Mass, 'Hic est corpus meum, ' 'This is my body.'",http://servlet1.lib.berkeley.edu:8080/seadragonwindow/?IIIF=/ds/columbia/tiles/NNC-RBML.2597A_tile.tif/info.json&,http://www.digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=Plimpton%20MS%20035;docsPerPage=1;startDoc=1;fullview=yes,/img/derivatives/iiif/plimpton035/manifest.json,"/img/derivatives/iiif/images/plimpton035/full/250,/0/default.jpg","/img/derivatives/iiif/images/plimpton035/full/1140,/0/default.jpg"
plimpton040C_f2v,Incipits and Page References for Chants Notated Elsewhere,Chant Books for the Mass,"New York, Columbia University, Rare Book and Manuscript Library,  Plimpton MS 040C, f. 2v","Plimpton MS 040C, f. 2v",A gradual from 13th-century Italy with an image of the Annunciation.,http://servlet1.lib.berkeley.edu:8080/seadragonwindow/?IIIF=/ds/columbia/tiles/NNC-RBML.4892A_tile.tif/info.json&,http://www.digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=Plimpton%20MS%20040C;docsPerPage=1;startDoc=1;fullview=yes,/img/derivatives/iiif/plimpton040C_f2v/manifest.json,"/img/derivatives/iiif/images/plimpton040C_f2v/full/250,/0/default.jpg","/img/derivatives/iiif/images/plimpton040C_f2v/full/1140,/0/default.jpg"
plimpton040G_recto,Psalter Rubricated with Liturgical Assignments,Books of the Office,"New York, Columbia University, Rare Book and Manuscript Library,  Plimpton MS 040G, f. 1r","Plimpton MS 040G, f. 1r",A choir psalter from 15th-century Italy.,http://servlet1.lib.berkeley.edu:8080/seadragonwindow/?IIIF=/ds/columbia/tiles/NNC-RBML.4907A_tile.tif/info.json&,http://www.digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=Plimpton%20MS%20040G;docsPerPage=1;startDoc=1;fullview=yes,/img/derivatives/iiif/plimpton040G_recto/manifest.json,"/img/derivatives/iiif/images/plimpton040G_recto/full/250,/0/default.jpg","/img/derivatives/iiif/images/plimpton040G_recto/full/1140,/0/default.jpg"
plimpton041_f1,Beginning of the Sanctorale,Chant Books for the Office,"New York, Columbia University, Rare Book and Manuscript Library,  Plimpton MS 041, f. 1r","Plimpton MS 041, f. 1r",An antiphoner from 15th-century Italy.,http://servlet1.lib.berkeley.edu:8080/seadragonwindow/?IIIF=/ds/columbia/tiles/NNC-RBML.4734A_tile.tif/info.json&,http://www.digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=plimpton%20041;docsPerPage=1;startDoc=1;fullview=yes,/img/derivatives/iiif/plimpton041_f1/manifest.json,"/img/derivatives/iiif/images/plimpton041_f1/full/250,/0/default.jpg","/img/derivatives/iiif/images/plimpton041_f1/full/1140,/0/default.jpg"
plimpton042_f1v,Hymns for the Office,Chant Books for the Office,"New York, Columbia University, Rare Book and Manuscript Library,  Plimpton MS 042, f. 1v","Plimpton MS 042, f. 1v",A hymnary from 15th-century Germany.,http://servlet1.lib.berkeley.edu:8080/seadragonwindow/?IIIF=/ds/columbia/tiles/NNC-RBML.2583A_tile.tif/info.json&,http://www.digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=Plimpton%20MS%20042;docsPerPage=1;startDoc=1;fullview=yes,/img/derivatives/iiif/plimpton042_f1v/manifest.json,"/img/derivatives/iiif/images/plimpton042_f1v/full/250,/0/default.jpg","/img/derivatives/iiif/images/plimpton042_f1v/full/1140,/0/default.jpg"
plimpton050_f11v,Patristic Readings for the Office,Books of the Office,"New York, Columbia University, Rare Book and Manuscript Library,  Plimpton MS 050, f. 11v","Plimpton MS 050, f. 11v","Ambrose's commentary on Luke, adapted for liturgical use, from 12th-century France.",http://servlet1.lib.berkeley.edu:8080/seadragonwindow/?IIIF=/ds/columbia/tiles/NNC-RBML.2528A_tile.tif/info.json&,http://www.digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=Plimpton%20MS%20050;docsPerPage=1;startDoc=1;fullview=yes,/img/derivatives/iiif/plimpton050_f11v/manifest.json,"/img/derivatives/iiif/images/plimpton050_f11v/full/250,/0/default.jpg","/img/derivatives/iiif/images/plimpton050_f11v/full/1140,/0/default.jpg"
plimpton055_f1v,Homily Texts for the Office,Books of the Office,"New York, Columbia University, Rare Book and Manuscript Library,  Plimpton MS 055, f. 1v","Plimpton MS 055, f. 1v","A homiliary from 9th-century France containing a composite text, attributed in the margin to Bede the Venerable, that juxtaposes parts of various homiletic and exegetical texts.",http://servlet1.lib.berkeley.edu:8080/seadragonwindow/?IIIF=/ds/columbia/tiles/NNC-RBML.2716A_tile.tif/info.json&,http://www.digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=Plimpton%20MS%20055;docsPerPage=1;startDoc=1;fullview=yes,/img/derivatives/iiif/plimpton055_f1v/manifest.json,"/img/derivatives/iiif/images/plimpton055_f1v/full/250,/0/default.jpg","/img/derivatives/iiif/images/plimpton055_f1v/full/1140,/0/default.jpg"
plimpton064_f2v,Legendary of Hagiographic Texts for the Office,Books of the Office,"New York, Columbia University, Rare Book and Manuscript Library,  Plimpton MS 064, f. 2v","Plimpton MS 064, f. 2v","A legendary from 11th-century central Italy showing the deeds of saints Cyprian and Justina, who were commemorated on September 26.",http://servlet1.lib.berkeley.edu:8080/seadragonwindow/?IIIF=/ds/columbia/tiles/NNC-RBML.4114A_tile.tif/info.json&,http://www.digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=Plimpton%20MS%20064;docsPerPage=1;startDoc=1;fullview=yes,/img/derivatives/iiif/plimpton064_f2v/manifest.json,"/img/derivatives/iiif/images/plimpton064_f2v/full/250,/0/default.jpg","/img/derivatives/iiif/images/plimpton064_f2v/full/1140,/0/default.jpg"
plimpton084_f103,Beginning of the *Rule* of Benedict,Chapter,"New York, Columbia University, Rare Book and Manuscript Library,  Plimpton MS 084, f. 103r","Plimpton MS 084, f. 103r.",N/A,http://servlet1.lib.berkeley.edu:8080/seadragonwindow/?IIIF=/ds/columbia/tiles/NNC-RBML.4189A_tile.tif/info.json&,http://www.digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=Plimpton%20MS%20084;docsPerPage=1;startDoc=1;fullview=yes,/img/derivatives/iiif/plimpton084_f103/manifest.json,"/img/derivatives/iiif/images/plimpton084_f103/full/250,/0/default.jpg","/img/derivatives/iiif/images/plimpton084_f103/full/1140,/0/default.jpg"
plimpton084_f66v,Martyrology for September 15 and 16 with the Phases of the Moon,Chapter,"New York, Columbia University, Rare Book and Manuscript Library,  Plimpton MS 084, f. 66v","Plimpton MS 084, f. 66v.",N/A,http://servlet1.lib.berkeley.edu:8080/seadragonwindow/?IIIF=/ds/columbia/tiles/NNC-RBML.4185A_tile.tif/info.json&,http://www.digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=Plimpton%20MS%20084;docsPerPage=1;startDoc=1;fullview=yes,/img/derivatives/iiif/plimpton084_f66v/manifest.json,"/img/derivatives/iiif/images/plimpton084_f66v/full/250,/0/default.jpg","/img/derivatives/iiif/images/plimpton084_f66v/full/1140,/0/default.jpg"
plimpton084_f9,First Page of the Martyrology (Dec. 24 and 25),Chapter,"New York, Columbia University, Rare Book and Manuscript Library,  Plimpton MS 084, f. 9r","Plimpton MS 084, f. 9r","A *Martyrology of Usuard* and *Rule* of Benedict from France, around 1500.",http://servlet1.lib.berkeley.edu:8080/seadragonwindow/?IIIF=/ds/columbia/tiles/NNC-RBML.4184A_tile.tif/info.json&,http://www.digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=Plimpton%20MS%20084;docsPerPage=1;startDoc=1;fullview=yes,/img/derivatives/iiif/plimpton084_f9/manifest.json,"/img/derivatives/iiif/images/plimpton084_f9/full/250,/0/default.jpg","/img/derivatives/iiif/images/plimpton084_f9/full/1140,/0/default.jpg"
plimpton254_apr,April,A Complete Calendar,"New York, Columbia University, Rare Book and Manuscript Library,  Plimpton MS 254, f. 3v April","Plimpton MS 254, f. 3v.",N/A,http://servlet1.lib.berkeley.edu:8080/seadragonwindow/?IIIF=/ds/columbia/tiles/NNC-RBML.5997A_tile.tif/info.json&,http://www.digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=Plimpton%20MS%20254;docsPerPage=1;startDoc=1;fullview=yes,/img/derivatives/iiif/plimpton254_apr/manifest.json,"/img/derivatives/iiif/images/plimpton254_apr/full/250,/0/default.jpg","/img/derivatives/iiif/images/plimpton254_apr/full/1140,/0/default.jpg"
plimpton254_aug,August,A Complete Calendar,"New York, Columbia University, Rare Book and Manuscript Library,  Plimpton MS 254, f. 5v August","Plimpton MS 254, f. 5v.",N/A,http://servlet1.lib.berkeley.edu:8080/seadragonwindow/?IIIF=/ds/columbia/tiles/NNC-RBML.6001A_tile.tif/info.json&,http://www.digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=Plimpton%20MS%20254;docsPerPage=1;startDoc=1;fullview=yes,/img/derivatives/iiif/plimpton254_aug/manifest.json,"/img/derivatives/iiif/images/plimpton254_aug/full/250,/0/default.jpg","/img/derivatives/iiif/images/plimpton254_aug/full/1140,/0/default.jpg"
plimpton254_dec,December,A Complete Calendar,"New York, Columbia University, Rare Book and Manuscript Library,  Plimpton MS 254, f. 7v December","Plimpton MS 254, f. 7v.",N/A,http://servlet1.lib.berkeley.edu:8080/seadragonwindow/?IIIF=/ds/columbia/tiles/NNC-RBML.6005A_tile.tif/info.json&,http://www.digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=Plimpton%20MS%20254;docsPerPage=1;startDoc=1;fullview=yes,/img/derivatives/iiif/plimpton254_dec/manifest.json,"/img/derivatives/iiif/images/plimpton254_dec/full/250,/0/default.jpg","/img/derivatives/iiif/images/plimpton254_dec/full/1140,/0/default.jpg"
plimpton254_feb,February,A Complete Calendar,"New York, Columbia University, Rare Book and Manuscript Library,  Plimpton MS 254, f. 2v February","Plimpton MS 254, f. 2v.",N/A,http://servlet1.lib.berkeley.edu:8080/seadragonwindow/?IIIF=/ds/columbia/tiles/NNC-RBML.5995A_tile.tif/info.json&,http://www.digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=Plimpton%20MS%20254;docsPerPage=1;startDoc=1;fullview=yes,/img/derivatives/iiif/plimpton254_feb/manifest.json,"/img/derivatives/iiif/images/plimpton254_feb/full/250,/0/default.jpg","/img/derivatives/iiif/images/plimpton254_feb/full/1140,/0/default.jpg"
plimpton254_jan,January,A Complete Calendar,"New York, Columbia University, Rare Book and Manuscript Library,  Plimpton MS 254, f. 2r January","Plimpton MS 254, f. 2r",A copy of the *Kalendarium* of John Somer produced in England c. 1417.,http://servlet1.lib.berkeley.edu:8080/seadragonwindow/?IIIF=/ds/columbia/tiles/NNC-RBML.5994A_tile.tif/info.json&,http://www.digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=Plimpton%20MS%20254;docsPerPage=1;startDoc=1;fullview=yes,/img/derivatives/iiif/plimpton254_jan/manifest.json,"/img/derivatives/iiif/images/plimpton254_jan/full/250,/0/default.jpg","/img/derivatives/iiif/images/plimpton254_jan/full/1140,/0/default.jpg"
plimpton254_july,July,A Complete Calendar,"New York, Columbia University, Rare Book and Manuscript Library,  Plimpton MS 254, f. 5r July","Plimpton MS 254, f. 5r.",N/A,http://servlet1.lib.berkeley.edu:8080/seadragonwindow/?IIIF=/ds/columbia/tiles/NNC-RBML.6000A_tile.tif/info.json&,http://www.digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=Plimpton%20MS%20254;docsPerPage=1;startDoc=1;fullview=yes,/img/derivatives/iiif/plimpton254_july/manifest.json,"/img/derivatives/iiif/images/plimpton254_july/full/250,/0/default.jpg","/img/derivatives/iiif/images/plimpton254_july/full/1140,/0/default.jpg"
plimpton254_june,June,A Complete Calendar,"New York, Columbia University, Rare Book and Manuscript Library,  Plimpton MS 254, f. 4v June","Plimpton MS 254, f. 4v.",N/A,http://servlet1.lib.berkeley.edu:8080/seadragonwindow/?IIIF=/ds/columbia/tiles/NNC-RBML.5999A_tile.tif/info.json&,http://www.digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=Plimpton%20MS%20254;docsPerPage=1;startDoc=1;fullview=yes,/img/derivatives/iiif/plimpton254_june/manifest.json,"/img/derivatives/iiif/images/plimpton254_june/full/250,/0/default.jpg","/img/derivatives/iiif/images/plimpton254_june/full/1140,/0/default.jpg"
plimpton254_mar,March,A Complete Calendar,"New York, Columbia University, Rare Book and Manuscript Library,  Plimpton MS 254, f. 3r March","Plimpton MS 254, f. 3r.",N/A,http://servlet1.lib.berkeley.edu:8080/seadragonwindow/?IIIF=/ds/columbia/tiles/NNC-RBML.5996A_tile.tif/info.json&,http://www.digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=Plimpton%20MS%20254;docsPerPage=1;startDoc=1;fullview=yes,/img/derivatives/iiif/plimpton254_mar/manifest.json,"/img/derivatives/iiif/images/plimpton254_mar/full/250,/0/default.jpg","/img/derivatives/iiif/images/plimpton254_mar/full/1140,/0/default.jpg"
plimpton254_may,May,A Complete Calendar,"New York, Columbia University, Rare Book and Manuscript Library,  Plimpton MS 254, f. 4r May","Plimpton MS 254, f. 4r.",N/A,http://servlet1.lib.berkeley.edu:8080/seadragonwindow/?IIIF=/ds/columbia/tiles/NNC-RBML.5998A_tile.tif/info.json&,http://www.digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=Plimpton%20MS%20254;docsPerPage=1;startDoc=1;fullview=yes,/img/derivatives/iiif/plimpton254_may/manifest.json,"/img/derivatives/iiif/images/plimpton254_may/full/250,/0/default.jpg","/img/derivatives/iiif/images/plimpton254_may/full/1140,/0/default.jpg"
plimpton254_nov,November,A Complete Calendar,"New York, Columbia University, Rare Book and Manuscript Library,  Plimpton MS 254, f. 7r November","Plimpton MS 254, f. 7r.",N/A,http://servlet1.lib.berkeley.edu:8080/seadragonwindow/?IIIF=/ds/columbia/tiles/NNC-RBML.6004A_tile.tif/info.json&,http://www.digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=Plimpton%20MS%20254;docsPerPage=1;startDoc=1;fullview=yes,/img/derivatives/iiif/plimpton254_nov/manifest.json,"/img/derivatives/iiif/images/plimpton254_nov/full/250,/0/default.jpg","/img/derivatives/iiif/images/plimpton254_nov/full/1140,/0/default.jpg"
plimpton254_oct,October,A Complete Calendar,"New York, Columbia University, Rare Book and Manuscript Library,  Plimpton MS 254, f. 6v October","Plimpton MS 254, f. 6v.",N/A,http://servlet1.lib.berkeley.edu:8080/seadragonwindow/?IIIF=/ds/columbia/tiles/NNC-RBML.6003A_tile.tif/info.json&,http://www.digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=Plimpton%20MS%20254;docsPerPage=1;startDoc=1;fullview=yes,/img/derivatives/iiif/plimpton254_oct/manifest.json,"/img/derivatives/iiif/images/plimpton254_oct/full/250,/0/default.jpg","/img/derivatives/iiif/images/plimpton254_oct/full/1140,/0/default.jpg"
